Age,Annual_salary,Currency,Country,professional_work_experience_overall,professional_work_experience_field,education_level,Gender,grouped_industry,salary_in_usd
25-34,504000.0,Other,Israel,11 - 20 years,1 year or less,College degree,Man,Computing,504000.0
25-34,150000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Non-binary,Engineering,150000.0
25-34,39520.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Nonprofits,39520.0
35-44,71933.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,Law,71933.0
35-44,165000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Law,165000.0
25-34,131000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Man,Computing,131000.0
25-34,54000.0,GBP,UK,5-7 years,2 - 4 years,College degree,Woman,Computing,69660.0
25-34,48500.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Man,Education,48500.0
25-34,75000.0,USD,US,5-7 years,2 - 4 years,College degree,Man,Healthcare,75000.0
25-34,65000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Marketing,65000.0
35-44,120000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,120000.0
35-44,60000.0,USD,US,21 - 30 years,5-7 years,College degree,Woman,Healthcare,60000.0
35-44,33000.0,USD,US,11 - 20 years,8 - 10 years,High School,Woman,Insurance,33000.0
25-34,46000.0,CAD,Canada,2 - 4 years,2 - 4 years,College degree,Woman,Art,33120.0
25-34,115000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Man,Computing,115000.0
25-34,97000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,97000.0
25-34,112000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Engineering,112000.0
25-34,112000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Engineering,112000.0
35-44,175000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Other,175000.0
35-44,52500.0,USD,US,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Non-binary,Nonprofits,52500.0
45-54,204000.0,USD,US,31 - 40 years,31 - 40 years,Master's degree,Man,Accounting,204000.0
18-24,50000.0,USD,US,2 - 4 years,2 - 4 years,Master's degree,Woman,Education,50000.0
18-24,13000.0,USD,US,1 year or less,1 year or less,College degree,Non-binary,Events,13000.0
25-34,55000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Man,Business,55000.0
25-34,120000.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Computing,120000.0
25-34,106000.0,EUR,Ireland,8 - 10 years,5-7 years,Master's degree,Woman,Computing,115540.00000000001
25-34,104000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Computing,104000.0
25-34,125000.0,CAD,Canada,8 - 10 years,2 - 4 years,College degree,Woman,Computing,90000.0
25-34,77000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Research,77000.0
25-34,18500.0,GBP,UK,8 - 10 years,8 - 10 years,College degree,Other or prefer not to answer,Retail,23865.0
35-44,165000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Computing,165000.0
35-44,149000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Man,Media,149000.0
55-64,103500.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Other,103500.0
18-24,48000.0,GBP,UK,5-7 years,5-7 years,High School,Man,Computing,61920.0
25-34,135000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Computing,135000.0
25-34,100000.0,USD,US,11 - 20 years,11 - 20 years,Some college,Man,Computing,100000.0
25-34,90000.0,CAD,Canada,5-7 years,5-7 years,College degree,Man,Engineering,64800.0
25-34,22000.0,USD,US,1 year or less,1 year or less,Some college,Woman,Healthcare,22000.0
25-34,45000.0,USD,US,8 - 10 years,1 year or less,College degree,Man,Sales,45000.0
35-44,27000.0,GBP,UK,11 - 20 years,2 - 4 years,Master's degree,Woman,Accounting,34830.0
35-44,110000.0,GBP,UK,8 - 10 years,8 - 10 years,PhD,Man,Computing,141900.0
35-44,112800.0,CAD,Canada,11 - 20 years,2 - 4 years,College degree,Non-binary,Computing,81216.0
35-44,31200.0,USD,US,11 - 20 years,2 - 4 years,College degree,Woman,Transportation,31200.0
35-44,100000.0,USD,US,11 - 20 years,5-7 years,College degree,Woman,Communication,100000.0
45-54,102645.0,USD,US,21 - 30 years,21 - 30 years,Some college,Man,Communication,102645.0
18-24,95000.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Computing,95000.0
18-24,60000.0,USD,US,2 - 4 years,2 - 4 years,High School,Man,Construction,60000.0
25-34,75000.0,USD,US,8 - 10 years,5-7 years,,Man,Computing,75000.0
25-34,122000.0,USD,US,2 - 4 years,2 - 4 years,PhD,Man,Healthcare,122000.0
25-34,75000.0,USD,US,5-7 years,2 - 4 years,Some college,Man,Healthcare,75000.0
25-34,3600000.0,JPY,Japan,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,Marketing,23400.0
25-34,160000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Media,160000.0
25-34,41925.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Research,41925.0
35-44,70000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Marketing,70000.0
35-44,85000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,85000.0
35-44,45000.0,USD,US,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,Retail,45000.0
45-54,204000.0,USD,US,11 - 20 years,8 - 10 years,PhD,Man,Healthcare,204000.0
18-24,80000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Computing,80000.0
18-24,54000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,HR,54000.0
25-34,82000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Business,82000.0
25-34,88000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Education,88000.0
25-34,37440.0,USD,US,8 - 10 years,2 - 4 years,Master's degree,Woman,Engineering,37440.0
25-34,45760.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Non-binary,Retail,45760.0
45-54,130000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Pharmaceuticals,130000.0
25-34,93000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Computing,93000.0
25-34,215000.0,USD,US,5-7 years,5-7 years,College degree,Man,Computing,215000.0
25-34,103000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Computing,103000.0
25-34,75000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,75000.0
25-34,62500.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Nonprofits,62500.0
35-44,155000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Non-binary,Computing,155000.0
35-44,60000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Education,60000.0
35-44,125000.0,CHF,Switzerland,11 - 20 years,2 - 4 years,Master's degree,Man,Administration,141250.0
45-54,60000.0,USD,US,21 - 30 years,5-7 years,College degree,Man,Sales,60000.0
45-54,107000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Events,107000.0
45-54,62000.0,USD,US,21 - 30 years,11 - 20 years,Some college,Woman,Transportation,62000.0
55-64,83000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Education,83000.0
18-24,23920.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Engineering,23920.0
25-34,150000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Other,150000.0
25-34,99100.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Biotech,99100.0
25-34,97000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Computing,97000.0
25-34,68000.0,EUR,Germany,5-7 years,5-7 years,PhD,Man,Engineering,74120.0
25-34,97500.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Marketing,97500.0
25-34,50000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Man,Marketing,50000.0
25-34,31000.0,GBP,UK,5-7 years,5-7 years,Master's degree,Woman,Nonprofits,39990.0
25-34,48000.0,USD,US,1 year or less,5-7 years,PhD,Man,Research,48000.0
35-44,78000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Engineering,78000.0
35-44,101000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Man,Engineering,101000.0
35-44,210000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Marketing,210000.0
45-54,110000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Computing,110000.0
25-34,61000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Engineering,61000.0
25-34,55000.0,CAD,Canada,5-7 years,2 - 4 years,College degree,Woman,Healthcare,39600.0
35-44,78000.0,GBP,UK,11 - 20 years,11 - 20 years,College degree,Man,Other,100620.0
25-34,41600.0,USD,US,1 year or less,1 year or less,College degree,Woman,Education,41600.0
25-34,38000.0,GBP,UK,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Marketing,49020.0
25-34,45000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Woman,Nonprofits,45000.0
25-34,30000.0,GBP,UK,11 - 20 years,5-7 years,Some college,Man,Retail,38700.0
35-44,105000.0,CAD,Canada,11 - 20 years,5-7 years,Some college,Man,Computing,75600.0
45-54,87000.0,USD,US,21 - 30 years,8 - 10 years,PhD,Woman,Business,87000.0
25-34,48000.0,CAD,Canada,8 - 10 years,2 - 4 years,Master's degree,Non-binary,Accounting,34560.0
25-34,94500.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Engineering,94500.0
25-34,82680.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Administration,82680.0
25-34,65000.0,CAD,Canada,5-7 years,2 - 4 years,College degree,Woman,Administration,46800.0
35-44,25000.0,GBP,UK,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,Accounting,32250.0
35-44,104000.0,USD,US,11 - 20 years,1 year or less,Master's degree,Man,Nonprofits,104000.0
45-54,135000.0,CAD,Canada,21 - 30 years,21 - 30 years,Master's degree,Man,Transportation,97200.0
25-34,72000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Education,72000.0
25-34,97000.0,USD,US,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Healthcare,97000.0
25-34,59000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Nonprofits,59000.0
35-44,66000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,66000.0
35-44,58500.0,GBP,UK,11 - 20 years,5-7 years,Master's degree,Man,Computing,75465.0
35-44,101000.0,GBP,UK,11 - 20 years,11 - 20 years,College degree,Man,Computing,130290.0
35-44,34944.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Law,34944.0
35-44,45991.0,USD,US,11 - 20 years,2 - 4 years,Master's degree,Woman,Nonprofits,45991.0
45-54,89000.0,AUD/NZD,Australia,31 - 40 years,11 - 20 years,College degree,Man,Computing,58740.0
25-34,87000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Business,87000.0
25-34,32000.0,GBP,UK,2 - 4 years,2 - 4 years,PhD,Man,Computing,41280.0
25-34,130000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Man,Computing,130000.0
25-34,94500.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Engineering,94500.0
35-44,67000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Woman,Retail,67000.0
45-54,75000.0,USD,US,21 - 30 years,1 year or less,Master's degree,Woman,Education,75000.0
25-34,200000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,200000.0
25-34,50000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Other,50000.0
25-34,59987.0,USD,US,5-7 years,5-7 years,College degree,Woman,Healthcare,59987.0
25-34,57000.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Nonprofits,57000.0
35-44,210000.0,CAD,Canada,11 - 20 years,8 - 10 years,High School,Man,Computing,151200.0
45-54,43860.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Education,43860.0
45-54,50000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Healthcare,50000.0
25-34,60000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Healthcare,60000.0
25-34,75000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Media,75000.0
25-34,64500.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Nonprofits,64500.0
25-34,95000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Nonprofits,95000.0
35-44,40000.0,USD,US,11 - 20 years,8 - 10 years,College degree,Man,Computing,40000.0
35-44,114000.0,EUR,Netherlands,11 - 20 years,8 - 10 years,Some college,Man,Computing,124260.00000000001
35-44,85000.0,USD,US,11 - 20 years,5-7 years,College degree,Man,Law,85000.0
18-24,50000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Law,50000.0
25-34,72000.0,USD,,11 - 20 years,8 - 10 years,Master's degree,Woman,Healthcare,72000.0
35-44,122000.0,AUD/NZD,New Zealand,11 - 20 years,8 - 10 years,College degree,Woman,Marketing,80520.0
55-64,95000.0,USD,US,31 - 40 years,11 - 20 years,Master's degree,Man,Marketing,95000.0
25-34,102500.0,USD,US,8 - 10 years,2 - 4 years,College degree,Non-binary,Education,102500.0
25-34,42000.0,USD,US,5-7 years,5-7 years,College degree,Man,Healthcare,42000.0
45-54,48980.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Non-binary,Library,48980.0
45-54,105000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Research,105000.0
45-54,75000.0,CAD,Canada,21 - 30 years,21 - 30 years,College degree,Man,Media,54000.0
45-54,125000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Communication,125000.0
55-64,107000.0,USD,US,31 - 40 years,21 - 30 years,Master's degree,Man,Education,107000.0
25-34,77300.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,77300.0
25-34,117300.0,USD,US,8 - 10 years,5-7 years,Some college,Non-binary,Computing,117300.0
25-34,96000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Engineering,96000.0
25-34,93000.0,USD,US,8 - 10 years,5-7 years,Master's degree,Woman,Nonprofits,93000.0
25-34,28000.0,CAD,Canada,11 - 20 years,11 - 20 years,Some college,Non-binary,Retail,20160.0
35-44,72000.0,CAD,Canada,8 - 10 years,8 - 10 years,College degree,Woman,Art,51840.0
35-44,180000.0,USD,US,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Business,180000.0
45-54,260000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Computing,260000.0
45-54,226000.0,USD,US,21 - 30 years,21 - 30 years,College degree,Man,Computing,226000.0
25-34,34000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Education,34000.0
35-44,115000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Woman,Accounting,115000.0
35-44,139000.0,USD,US,11 - 20 years,5-7 years,High School,Man,Computing,139000.0
45-54,69100.0,CAD,Canada,21 - 30 years,8 - 10 years,College degree,Woman,Property,49752.0
45-54,125000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Communication,125000.0
25-34,19885.0,USD,US,11 - 20 years,11 - 20 years,Some college,Man,Retail,19885.0
45-54,858000.0,SEK,Sweden,31 - 40 years,21 - 30 years,College degree,Man,Computing,79794.0
45-54,68000.0,CAD,Canada,21 - 30 years,5-7 years,Master's degree,Woman,Healthcare,48960.0
18-24,40000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Other,40000.0
25-34,68000.0,USD,US,5-7 years,2 - 4 years,College degree,Man,Computing,68000.0
25-34,123000.0,USD,US,8 - 10 years,5-7 years,College degree,Man,Computing,123000.0
35-44,120000.0,USD,US,21 - 30 years,11 - 20 years,Master's degree,Woman,Computing,120000.0
35-44,130000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Computing,130000.0
45-54,72000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Man,Nonprofits,72000.0
18-24,47000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Woman,Publishing,47000.0
25-34,35000.0,USD,US,8 - 10 years,2 - 4 years,Some college,Woman,Accounting,35000.0
25-34,150000.0,USD,US,11 - 20 years,2 - 4 years,PhD,Woman,Computing,150000.0
25-34,54600.0,USD,US,11 - 20 years,8 - 10 years,College degree,Woman,Healthcare,54600.0
25-34,74000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Nonprofits,74000.0
35-44,93000.0,USD,US,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,93000.0
55-64,70000.0,USD,US,21 - 30 years,2 - 4 years,College degree,Woman,Communication,70000.0
18-24,123000.0,USD,US,2 - 4 years,2 - 4 years,College degree,Man,Computing,123000.0
25-34,73000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Accounting,73000.0
25-34,123000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Computing,123000.0
35-44,101209.0,USD,US,11 - 20 years,11 - 20 years,College degree,Man,Administration,101209.0
18-24,35000.0,USD,US,1 year or less,1 year or less,College degree,Woman,Accounting,35000.0
25-34,125000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Computing,125000.0
25-34,68000.0,USD,US,5-7 years,5-7 years,College degree,Man,Food,68000.0
35-44,45000.0,USD,US,21 - 30 years,8 - 10 years,College degree,Woman,Engineering,45000.0
35-44,105000.0,USD,US,11 - 20 years,5-7 years,Master's degree,Man,Communication,105000.0
25-34,37000.0,USD,US,5-7 years,5-7 years,Master's degree,Woman,Education,37000.0
25-34,60000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Man,Marketing,60000.0
35-44,103000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Transportation,103000.0
45-54,180000.0,USD,US,21 - 30 years,5-7 years,College degree,Man,Computing,180000.0
45-54,170000.0,USD,US,21 - 30 years,21 - 30 years,Master's degree,Woman,Computing,170000.0
45-54,102500.0,CAD,Canada,21 - 30 years,8 - 10 years,PhD,Woman,Administration,73800.0
18-24,28600.0,USD,US,2 - 4 years,5-7 years,College degree,Non-binary,Administration,28600.0
25-34,35000.0,USD,US,8 - 10 years,2 - 4 years,Some college,Woman,Accounting,35000.0
25-34,55000.0,USD,US,5-7 years,2 - 4 years,College degree,Woman,Accounting,55000.0
25-34,55300.0,USD,US,8 - 10 years,2 - 4 years,College degree,Woman,Accounting,55300.0
25-34,189000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Business,189000.0
25-34,85000.0,USD,US,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,Computing,85000.0
35-44,140000.0,USD,US,8 - 10 years,5-7 years,Some college,Man,Computing,140000.0
35-44,40000.0,GBP,UK,11 - 20 years,11 - 20 years,College degree,Woman,Nonprofits,51600.0
35-44,61000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Library,61000.0
45-54,100000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Woman,Healthcare,100000.0
25-34,136000.0,USD,US,5-7 years,5-7 years,College degree,Man,Computing,136000.0
25-34,80000.0,USD,US,5-7 years,5-7 years,Master's degree,Man,Education,80000.0
25-34,58000.0,USD,US,8 - 10 years,8 - 10 years,College degree,Non-binary,Education,58000.0
25-34,90000.0,USD,US,5-7 years,5-7 years,College degree,Woman,Other,90000.0
25-34,40000.0,USD,US,8 - 10 years,5-7 years,Some college,Man,Healthcare,40000.0
35-44,105000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Engineering,105000.0
35-44,148000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Marketing,148000.0
35-44,32448.0,USD,US,5-7 years,5-7 years,College degree,Man,Retail,32448.0
55-64,180000.0,USD,US,31 - 40 years,31 - 40 years,PhD,Woman,Administration,180000.0
18-24,54000.0,CAD,Canada,1 year or less,1 year or less,College degree,Woman,Accounting,38880.0
18-24,60000.0,USD,US,1 year or less,1 year or less,College degree,Man,Sales,60000.0
25-34,49000.0,USD,US,2 - 4 years,1 year or less,College degree,Woman,Computing,49000.0
25-34,126000.0,USD,US,11 - 20 years,8 - 10 years,Master's degree,Woman,Engineering,126000.0
25-34,41500.0,USD,US,5-7 years,5-7 years,College degree,Woman,Other,41500.0
35-44,120000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Administration,120000.0
55-64,90000.0,USD,US,21 - 30 years,11 - 20 years,College degree,Woman,Healthcare,90000.0
25-34,82600.0,USD,US,8 - 10 years,5-7 years,College degree,Woman,Administration,82600.0
25-34,23150.0,USD,US,11 - 20 years,5-7 years,College degree,Non-binary,Events,23150.0
35-44,67000.0,USD,US,11 - 20 years,11 - 20 years,Master's degree,Woman,Art,67000.0
35-44,72000.0,GBP,UK,11 - 20 years,11 - 20 years,PhD,Woman,Computing,92880.0
35-44,43000.0,USD,US,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Social Work,43000.0
45-54,131000.0,USD,US,31 - 40 years,21 - 30 years,PhD,Woman,Healthcare,131000.0
25-34,110000.0,USD,US,8 - 10 years,8 - 10 years,Master's degree,Woman,Business,110000.0
